Day,Month,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
18,2,1364.26,4540.52,44.49,7.0,33.3,488.85,1016.0,3981.0,45.11
4,3,202.07,2995.51,43.12,2.0,13.0,530.71,190.0,2912.23,44.77
8,12,1184.72,4846.33,116.97,10.0,18.5,357.34,1158.0,4327.14,104.93
8,5,1306.48,4730.74,94.43,10.0,40.7,319.7,1155.0,4331.82,52.11
11,12,1334.75,3143.17,37.13,9.0,25.9,406.97,1150.0,2770.67,43.83
10,7,242.1,3132.06,41.7,10.0,20.4,666.46,206.0,3080.22,49.47
22,9,196.59,3812.57,55.85,13.0,18.5,467.31,237.0,3625.66,60.52
14,7,62.8,2413.15,42.02,16.0,5.6,613.59,12.0,2293.56,39.37
28,5,335.4,4127.12,44.52,12.0,22.2,578.78,373.0,3949.07,46.6
22,11,1013.84,3828.57,47.34,10.0,20.4,391.28,1052.0,3518.09,44.27
16,8,1140.2,2564.99,33.15,15.0,33.3,337.09,872.0,2172.1,35.61
5,10,585.9,4050.38,54.31,15.0,20.4,368.66,671.0,3860.48,61.54
19,10,20.44,4912.67,101.38,11.0,9.3,563.41,42.0,4938.88,119.84
10,6,732.27,3894.17,64.07,12.0,25.9,447.23,807.0,3612.03,68.05
2,12,1122.0,5645.99,64.52,10.0,25.9,433.93,1355.0,5126.06,62.28
13,9,281.57,2863.2,53.98,9.0,9.3,567.08,404.0,2738.26,66.4
22,12,1091.7,4528.38,52.19,12.0,35.2,456.41,909.0,4035.21,56.31
29,10,787.84,3222.71,42.53,7.0,18.5,545.31,758.0,3028.56,45.39
5,2,1440.15,5663.24,106.75,5.0,37.0,420.74,1336.0,5075.64,98.08
16,2,605.13,4830.62,45.74,6.0,14.8,549.37,672.0,4528.44,45.74
26,7,104.3,4466.11,69.8,18.0,11.1,598.43,113.0,4226.43,49.68
21,8,390.47,3781.72,55.98,15.0,20.4,430.51,422.0,3733.82,50.29
27,2,671.4,3547.15,85.51,9.0,14.8,482.76,568.0,3203.33,43.86
22,2,193.8,4131.26,52.64,1.0,14.8,489.41,56.0,4290.97,62.19
8,12,1037.8,5403.25,75.86,7.0,48.2,435.77,1311.0,4740.46,52.1
7,10,588.1,4012.84,65.46,11.0,31.5,471.77,775.0,3662.65,48.66
11,8,381.94,3196.39,64.54,13.0,9.3,376.67,409.0,2921.61,94.37
23,10,38.07,3082.38,43.42,11.0,9.3,666.67,57.0,2879.0,45.85
20,9,374.1,2959.64,38.77,11.0,16.7,539.61,318.0,2874.54,37.66
19,3,413.1,4701.06,61.53,2.0,18.5,488.29,420.0,4741.12,70.82
1,11,342.23,2895.62,47.42,5.0,5.6,547.57,361.0,2641.37,39.87
1,1,1106.54,4626.65,45.01,2.0,20.4,518.55,800.0,3916.94,44.36
24,8,157.7,2524.51,42.23,11.0,7.4,582.39,167.0,2464.99,42.31
25,3,370.1,4442.8,91.27,9.0,14.8,476.66,379.0,4213.95,79.43
9,10,211.35,2896.92,38.0,11.0,14.8,544.0,332.0,2798.75,40.46
3,3,67.7,3472.75,47.97,4.0,11.1,620.42,68.0,3203.14,49.35
11,11,1442.76,3346.8,42.98,12.0,50.0,339.6,1119.0,3018.78,44.98
7,4,308.42,3029.59,49.56,5.0,24.1,641.05,382.0,2953.71,55.43
27,10,401.3,3505.94,53.06,0.0,16.7,516.31,346.0,3426.36,54.85
29,4,1201.29,4182.24,65.14,8.0,51.9,345.48,1400.0,3720.73,46.89
20,9,570.8,4447.31,88.87,14.0,22.2,422.21,453.0,4241.37,61.56
1,10,822.4,4640.94,85.84,9.0,16.7,497.28,690.0,4229.35,63.42
14,8,156.13,4434.5,58.14,18.0,18.5,358.85,319.0,3821.98,89.32
6,6,58.0,4478.19,63.29,12.0,0.0,481.7,4.0,4448.33,68.67
22,2,1140.8,3512.67,35.15,2.0,33.3,413.37,1030.0,3212.56,34.96
5,3,164.6,4939.28,57.84,9.0,13.0,539.5,123.0,4784.8,55.59
1,3,75.29,5590.61,108.06,5.0,13.0,453.38,96.0,5286.24,98.11
30,3,158.2,4708.78,69.15,10.0,16.7,504.86,275.0,4476.36,67.84
20,10,558.6,2613.18,42.57,13.0,24.1,414.4,523.0,2409.38,27.96
15,2,539.5,5417.98,87.19,7.0,13.0,386.74,323.0,5108.98,174.58
28,12,1561.6,5450.54,142.09,10.0,53.7,327.79,1381.0,4779.21,98.73
7,1,701.87,2846.52,39.81,9.0,24.1,411.04,815.0,2655.2,36.78
29,11,1260.5,5306.94,58.93,5.0,18.5,417.56,1062.0,4886.13,45.89
21,12,1343.04,4702.86,52.41,8.0,37.0,329.97,1087.0,4217.06,69.59
11,5,1289.78,3776.38,59.42,10.0,38.9,249.92,905.0,3583.59,57.18
9,1,138.11,4828.41,72.21,4.0,11.1,512.61,144.0,4694.62,64.42
11,11,490.57,3061.36,39.44,6.0,14.8,619.81,437.0,2862.01,42.88
27,2,73.1,3286.16,38.62,4.0,11.1,643.09,17.0,3337.24,50.11
26,1,1378.17,4497.05,56.5,10.0,44.4,356.26,987.0,3910.37,49.18
31,12,1123.67,3724.21,31.75,4.0,20.4,280.91,962.0,3460.29,31.75
10,1,193.67,4339.78,51.12,4.0,0.0,538.7,214.0,4221.66,63.1
11,11,284.43,2859.4,39.44,5.0,7.4,633.91,283.0,2637.23,42.88
23,2,48.1,4246.84,56.26,2.0,9.3,483.99,22.0,4534.12,69.99
20,6,98.72,2624.78,37.52,10.0,9.3,572.71,142.0,2536.26,36.95
8,7,117.5,2666.7,39.31,16.0,5.6,668.55,74.0,2605.5,44.63
24,12,924.9,3214.57,40.69,4.0,14.8,401.82,747.0,2654.68,40.69
4,8,285.7,2404.87,35.93,13.0,9.3,504.97,285.0,2258.68,35.73
30,10,355.77,4947.05,60.9,9.0,11.1,436.65,409.0,4779.67,67.23
15,7,63.04,2394.13,30.21,14.0,22.2,552.12,100.0,2377.28,60.6
16,6,625.93,3968.55,62.73,13.0,24.1,439.44,627.0,3780.53,68.2
23,12,421.86,4060.6,61.26,9.0,20.4,481.03,675.0,3715.32,61.07
2,11,335.0,5102.89,112.84,4.0,7.4,528.46,152.0,5279.61,153.53
16,1,222.9,5901.61,125.2,7.0,11.1,460.65,213.0,5669.66,134.97
6,9,345.36,3435.7,57.84,10.0,11.1,463.6,472.0,3006.57,61.42
27,7,431.8,4391.91,76.48,14.0,27.8,559.54,413.0,4070.49,63.58
13,8,87.88,4353.19,86.14,17.0,16.7,489.4,66.0,4317.46,105.95
4,6,208.0,4009.97,62.47,14.0,14.8,505.4,287.0,3871.75,47.44
7,3,1056.4,5106.28,62.55,8.0,29.6,385.42,880.0,4820.89,62.45
3,8,328.0,3474.36,44.78,13.0,14.8,550.74,263.0,3214.27,44.74
19,7,124.55,4383.84,54.58,16.0,18.5,571.77,174.0,4187.09,64.39
17,11,1235.98,3938.96,55.47,12.0,38.9,434.44,1158.0,3437.61,44.64
31,5,337.83,4034.86,50.02,13.0,25.9,378.16,473.0,3885.08,47.97
7,4,303.5,4128.49,119.5,11.0,24.1,546.88,542.0,3935.88,62.38
6,1,914.37,4198.88,55.81,10.0,20.4,338.35,1104.0,3891.02,47.35
22,4,1071.66,4758.1,73.1,13.0,20.4,301.97,1013.0,3696.29,69.47
25,1,1329.34,3181.31,32.94,10.0,33.3,353.0,1030.0,2699.03,24.83
4,9,351.05,2802.02,30.57,13.0,9.3,541.6,494.0,2705.33,32.03
1,4,1388.71,4812.31,135.14,4.0,33.3,399.38,1314.0,3856.48,65.73
16,2,1307.3,4003.61,35.17,8.0,35.2,333.09,1165.0,3501.7,35.17
15,11,115.4,4773.06,63.12,9.0,5.6,540.05,168.0,4507.44,154.26
9,8,467.21,2529.39,33.44,13.0,13.0,452.35,475.0,2375.21,34.95
30,8,805.65,2695.8,39.95,,,329.61,835.0,2228.78,35.34
10,3,1372.75,4408.18,87.97,1.0,38.9,404.62,1207.0,4152.21,97.48
7,5,565.5,3943.76,70.18,11.0,25.9,505.79,666.0,3907.86,61.36
26,4,947.04,4713.53,70.83,6.0,35.2,452.09,752.0,4261.8,74.39
15,8,379.6,3982.53,63.77,17.0,20.4,481.05,451.0,3980.46,65.58
22,1,447.01,5024.86,67.05,8.0,13.0,561.38,456.0,4717.27,78.07
29,11,55.76,3418.48,51.02,1.0,11.1,654.33,82.0,3448.76,52.83
16,2,855.8,4128.73,49.13,9.0,20.4,459.47,669.0,3912.49,66.97
25,3,1048.9,2985.81,60.86,1.0,24.1,549.53,681.0,2850.44,44.54
5,10,280.4,2710.65,49.46,12.0,11.1,600.01,229.0,2419.47,34.56
24,3,793.59,2804.63,46.61,9.0,25.9,383.66,798.0,2499.77,47.87
4,5,401.89,4452.98,74.2,9.0,7.4,500.42,444.0,4212.91,65.65
14,11,591.43,5822.2,107.51,11.0,18.5,434.44,867.0,5330.29,169.43
27,7,225.2,3798.73,54.89,17.0,16.7,433.47,251.0,3663.52,60.87
7,4,927.9,4409.85,88.88,5.0,37.0,493.61,1033.0,4058.32,85.7
30,10,628.73,4716.94,63.97,8.0,14.8,471.87,741.0,4610.71,116.39
3,11,512.5,2772.65,37.63,1.0,13.0,529.28,420.0,2662.3,40.63
14,10,147.5,4683.03,56.52,9.0,5.6,378.01,118.0,4681.89,100.69
14,8,373.9,4486.91,96.27,18.0,24.1,427.26,376.0,4522.54,69.67
2,4,10.43,4258.63,53.6,7.0,9.3,611.17,32.0,4152.73,52.61
24,11,118.43,4372.13,70.19,4.0,14.8,579.81,123.0,4451.53,83.09
5,11,401.0,4739.71,67.4,5.0,14.8,543.93,264.0,4459.32,75.21
28,11,117.23,5812.1,83.15,3.0,24.1,520.28,180.0,5701.28,110.89
7,10,255.4,4315.15,72.34,11.0,22.2,520.3,391.0,4017.11,53.32
4,7,816.85,2717.59,25.5,14.0,24.1,392.96,859.0,2443.66,29.28
28,10,687.55,2851.11,41.38,4.0,16.7,544.62,681.0,2483.03,40.93
9,7,66.59,3786.17,48.97,20.0,5.6,557.83,54.0,3679.82,48.06
4,1,882.6,5480.24,117.48,9.0,16.7,403.9,779.0,4927.17,55.07
1,12,199.4,4946.94,50.36,5.0,14.8,581.44,140.0,5072.1,60.11
15,7,109.05,4457.77,76.97,19.0,13.0,491.03,111.0,4176.66,79.28
21,12,1032.71,3357.36,27.04,11.0,25.9,410.99,993.0,2874.13,27.04
7,11,144.94,2810.65,42.95,7.0,5.6,558.89,238.0,2810.15,53.86
15,11,38.98,3016.66,43.25,9.0,3.7,578.41,70.0,2915.99,39.81
16,11,228.3,3087.34,39.47,8.0,3.7,607.53,131.0,2904.8,41.55
19,10,256.76,3236.05,37.06,9.0,14.8,606.92,331.0,2993.75,36.72
6,4,156.0,3606.48,46.29,4.0,13.0,688.4,126.0,3352.19,46.29
14,4,425.8,4139.4,64.8,8.0,27.8,587.35,345.0,4131.19,77.49
6,1,613.39,4059.66,61.77,9.0,22.2,460.47,636.0,3759.96,55.69
31,10,797.3,2870.25,41.11,8.0,35.2,485.35,646.0,2881.51,53.46
24,9,536.0,3200.96,49.01,14.0,18.5,598.66,468.0,3060.31,48.36
29,2,731.46,4671.31,47.21,10.0,22.2,502.82,735.0,4487.3,52.48
6,1,580.18,4845.06,50.27,7.0,9.3,438.89,584.0,4575.84,45.78
26,9,182.7,4534.73,62.72,17.0,13.0,488.03,213.0,4377.17,138.9
29,7,347.54,4474.11,116.58,18.0,25.9,440.18,359.0,4247.68,105.12
23,11,87.73,4165.81,53.15,0.0,14.8,509.7,236.0,4144.54,59.92
12,6,71.0,4359.57,65.4,11.0,3.7,524.53,71.0,4308.68,89.77
16,3,461.4,4801.43,51.28,8.0,20.4,517.73,361.0,4687.5,98.22
15,10,462.8,4596.39,59.69,12.0,24.1,350.89,566.0,4474.86,74.84
28,10,1196.93,4482.99,111.13,8.0,25.9,370.51,1105.0,4443.07,53.88
14,7,125.5,4151.8,48.46,22.0,7.4,495.82,64.0,3360.72,64.08
1,1,353.2,4403.17,95.66,6.0,7.4,437.67,316.0,4254.38,55.42
16,7,583.55,4172.64,49.28,18.0,24.1,491.56,690.0,3965.24,64.31
4,5,460.7,2863.28,45.11,6.0,14.8,559.17,506.0,2642.22,88.93
22,8,208.1,4400.32,102.86,17.0,13.0,437.01,231.0,4233.23,55.35
24,5,95.1,4377.03,48.97,12.0,14.8,549.9,173.0,4327.73,68.35
28,12,497.22,4228.82,72.49,3.0,16.7,306.93,490.0,4101.31,69.48
13,11,451.45,2923.35,30.93,4.0,11.1,390.63,518.0,2801.11,31.5
23,10,39.95,3008.16,43.07,11.0,7.4,559.99,75.0,2713.96,43.2
14,8,150.08,4426.82,58.16,17.0,13.0,368.91,163.0,3955.7,93.3
29,9,515.0,4237.93,62.13,13.0,24.1,464.56,637.0,3739.64,52.74
23,4,370.8,4673.18,165.67,11.0,31.5,511.96,514.0,4568.51,73.08
18,7,90.8,2664.12,40.72,15.0,16.7,695.98,16.0,2722.22,33.76
17,10,923.4,4339.01,55.24,9.0,20.4,551.54,580.0,4182.66,51.53
15,8,628.99,4454.93,64.77,17.0,31.5,425.69,675.0,4326.0,66.23
13,6,182.42,3019.98,41.35,12.0,13.0,604.31,188.0,2982.05,43.52
27,1,657.46,4034.91,41.31,2.0,16.7,537.75,659.0,4107.96,41.82
24,11,128.16,3353.98,48.46,5.0,11.1,569.13,92.0,3247.28,48.55
30,1,585.5,5117.16,45.83,9.0,11.1,536.56,666.0,4875.77,78.45
29,9,516.6,3087.27,64.72,14.0,24.1,326.23,589.0,2805.84,51.21
1,5,827.5,2926.66,43.45,9.0,24.1,425.27,683.0,2584.11,61.53
7,10,105.4,2505.0,38.58,7.0,5.6,593.89,107.0,2549.62,37.67
8,4,329.29,3247.88,53.68,9.0,25.9,509.44,399.0,3147.24,49.36
8,2,1105.0,3277.91,44.08,6.0,22.2,363.04,922.0,2843.97,38.81
21,10,522.0,2916.83,37.73,12.0,20.4,533.34,501.0,2729.24,37.73
27,12,1385.3,5239.47,87.81,9.0,25.9,371.91,1229.0,4427.33,187.74
13,11,643.8,5842.78,305.17,11.0,29.6,485.61,297.0,5736.3,173.22
24,5,119.05,3748.15,42.46,11.0,13.0,557.46,354.0,3570.29,53.1
15,6,921.36,3861.71,47.37,14.0,13.0,346.56,975.0,3497.21,47.7
28,1,1313.82,5395.03,68.66,9.0,64.8,428.49,1184.0,4896.31,67.48
20,1,629.6,4498.21,82.67,2.0,25.9,475.98,520.0,4215.81,69.06
17,10,604.3,4637.73,55.97,11.0,37.0,501.08,684.0,4614.4,74.31
17,7,459.54,4289.88,96.85,17.0,24.1,488.16,611.0,4239.52,61.03
3,1,805.9,4250.89,47.83,9.0,18.5,398.25,720.0,3721.12,46.98
26,2,225.7,5074.83,74.87,5.0,18.5,474.97,121.0,4885.22,92.82
1,12,159.3,4999.75,50.36,5.0,13.0,585.86,131.0,5097.42,69.86
11,11,1421.01,3892.0,44.98,10.0,37.0,360.75,1321.0,4088.0,46.58
8,10,165.9,4664.05,91.46,15.0,5.6,437.3,197.0,4444.12,65.72
1,7,378.7,3755.71,66.5,13.0,20.4,553.9,360.0,3598.35,76.56
23,1,164.33,5075.96,46.58,9.0,13.0,604.38,190.0,4974.26,53.86
28,8,7.49,4517.15,65.52,16.0,9.3,467.0,22.0,4458.44,61.89
18,12,234.99,4678.05,51.3,5.0,13.0,511.4,248.0,4501.86,48.5
22,11,1382.85,2989.06,19.62,11.0,48.2,338.65,1199.0,2649.2,37.2
29,4,861.02,3186.13,58.81,4.0,38.9,406.06,819.0,2962.75,43.56
7,7,339.9,3806.39,68.35,21.0,22.2,609.99,285.0,3621.16,71.83
9,5,360.91,4398.61,69.62,8.0,24.1,451.1,453.0,4359.44,64.91
10,11,691.1,3219.89,43.38,9.0,14.8,448.33,580.0,3060.87,43.38
1,6,231.9,3568.19,42.51,14.0,11.1,521.54,155.0,3459.35,48.91
28,4,568.67,3882.45,58.3,9.0,24.1,511.51,511.0,3698.18,46.69
15,11,525.62,3664.14,45.58,11.0,24.1,409.79,755.0,3325.67,59.31
11,9,391.35,4453.33,80.91,19.0,31.5,389.0,466.0,4428.71,71.71
24,3,1130.58,2951.89,35.23,3.0,33.3,452.6,1153.0,2626.84,35.24
17,4,1397.06,3513.99,54.66,10.0,38.9,361.8,1209.0,3074.54,51.84
3,2,1439.11,3988.7,53.8,10.0,20.4,307.69,1214.0,3428.67,32.91
2,12,329.1,3162.12,42.92,4.0,14.8,563.81,324.0,3087.68,42.5
15,7,130.19,4310.32,52.0,21.0,11.1,503.98,105.0,4064.76,90.15
3,7,265.28,4146.66,63.0,13.0,11.1,523.48,321.0,4064.01,115.21
18,2,1358.13,4324.94,44.49,7.0,33.3,452.09,1084.0,3821.83,43.43
5,4,200.1,4800.4,66.74,7.0,20.4,530.0,201.0,4387.54,87.84
2,7,89.52,4584.73,98.16,18.0,24.1,555.07,218.0,4559.33,92.79
18,1,782.92,3207.65,29.26,11.0,24.1,404.43,700.0,2883.13,25.71
26,12,1238.6,4080.86,44.1,9.0,42.6,320.02,1373.0,3539.8,44.1
23,10,39.83,2986.68,43.07,11.0,5.6,572.26,74.0,2732.12,43.2
14,12,1408.16,4324.3,55.01,11.0,33.3,407.97,1404.0,4100.61,49.62
13,9,75.77,2805.43,39.93,10.0,20.4,632.11,216.0,2637.99,41.98
5,8,199.91,3602.66,44.26,15.0,20.4,474.65,208.0,3533.37,59.88
14,12,1123.35,5268.59,47.98,0.0,13.0,516.66,685.0,5242.92,51.75
2,11,1235.1,5156.49,78.2,13.0,50.0,433.72,1398.0,4659.24,69.95
6,3,657.8,5521.21,127.69,8.0,24.1,411.06,689.0,5371.61,121.22
11,7,235.53,2578.6,37.67,11.0,14.8,600.16,157.0,2420.4,39.67
30,9,635.0,2861.14,55.97,15.0,16.7,491.24,578.0,2688.62,38.73
1,8,741.9,4386.48,72.83,17.0,25.9,482.09,410.0,4227.88,98.48
5,11,396.6,3419.46,54.95,5.0,20.4,637.36,415.0,3213.38,52.85
20,2,1075.6,5052.61,66.26,8.0,35.2,397.94,1161.0,4487.22,59.84
21,8,626.3,4082.9,56.53,16.0,24.1,474.6,513.0,3734.3,55.53
21,5,83.52,2901.79,42.39,9.0,5.6,546.71,132.0,2777.64,44.34
20,8,482.5,2421.16,51.74,15.0,20.4,392.27,432.0,2218.68,53.26
15,5,161.12,3632.32,72.06,6.0,13.0,372.24,155.0,3629.44,101.46
5,11,106.7,4353.28,48.05,6.0,9.3,546.96,65.0,4247.04,56.43
16,3,122.69,4325.0,49.25,6.0,11.1,555.65,144.0,4164.9,47.89
22,8,578.7,2592.5,44.99,13.0,14.8,507.05,541.0,2294.65,29.81
12,11,561.3,2845.7,42.65,7.0,9.3,456.51,687.0,2467.49,50.09
22,7,1125.3,3668.33,56.67,15.0,24.1,291.69,1041.0,3180.63,71.74
10,4,403.5,4868.42,101.69,7.0,18.5,445.74,430.0,4803.5,79.83
6,8,100.0,3139.51,43.77,11.0,9.3,571.07,51.0,3169.94,46.4
12,1,574.2,3913.89,51.07,6.0,18.5,598.92,426.0,3830.42,51.07
12,2,148.1,4969.95,51.13,4.0,9.3,524.79,138.0,4938.5,51.13
14,11,675.41,4929.41,61.42,12.0,31.5,480.1,857.0,4454.28,65.84
3,5,915.81,4525.69,62.77,10.0,27.8,414.56,973.0,4112.92,65.19
25,7,117.7,4625.11,207.06,18.0,18.5,514.45,59.0,4508.21,97.97
18,7,502.9,2660.84,38.52,15.0,16.7,538.77,544.0,2449.38,43.28
21,11,1302.16,4512.07,51.77,11.0,38.9,455.7,1175.0,3956.7,51.79
4,1,1282.34,6017.52,135.29,9.0,38.9,417.45,1237.0,5520.67,70.49
12,4,199.69,4721.5,90.79,7.0,20.4,541.78,208.0,4537.14,66.01
18,11,602.61,6143.0,174.31,5.0,16.7,424.62,585.0,5555.19,183.82
25,8,106.35,3617.27,67.14,17.0,22.2,493.3,188.0,3670.53,64.78
19,7,161.46,4260.65,67.58,24.0,18.5,505.01,158.0,4261.47,62.39
24,8,279.3,2756.93,31.27,12.0,16.7,524.76,278.0,2598.6,32.92
19,5,240.22,4289.18,82.82,9.0,22.2,524.45,283.0,4125.47,79.93
23,3,1198.23,3797.33,65.67,7.0,33.3,400.94,1095.0,3492.1,67.4
7,9,258.78,2617.36,47.14,11.0,11.1,537.17,311.0,2420.15,60.06
22,11,181.25,3030.04,42.69,0.0,20.4,564.73,208.0,3074.94,41.81
26,9,183.9,4623.18,62.72,16.0,13.0,484.94,182.0,4495.28,138.9
13,9,82.8,2594.37,44.7,12.0,16.7,622.05,58.0,2531.74,33.65
26,4,1211.88,4523.58,47.21,10.0,27.8,471.64,993.0,4300.01,53.29
3,1,1327.2,3232.43,25.05,11.0,57.4,365.43,873.0,2561.64,25.5
14,12,586.87,5899.94,116.82,5.0,31.5,482.09,637.0,5878.22,61.12
18,5,119.86,2926.79,41.02,8.0,18.5,633.35,93.0,2917.74,43.32
21,8,1014.6,2685.63,30.34,16.0,27.8,497.69,864.0,2278.16,29.24
28,3,27.87,4731.58,59.52,11.0,1.9,504.48,45.0,4493.22,61.51
19,9,115.14,4462.68,72.3,11.0,14.8,371.8,105.0,4465.73,98.79
21,1,1396.92,3448.57,38.75,11.0,25.9,285.05,1271.0,2863.14,38.75
3,6,63.05,3471.66,68.8,11.0,9.3,465.18,108.0,3451.46,81.45
13,8,115.98,3991.88,51.7,13.0,9.3,522.87,128.0,4001.46,103.09
12,12,1446.91,5270.79,61.68,7.0,37.0,451.71,1320.0,4901.43,72.6
22,11,43.17,4776.71,57.52,5.0,14.8,462.11,50.0,4729.18,60.2
17,12,569.23,5716.62,108.08,7.0,24.1,468.61,542.0,5311.39,78.27
27,1,1348.84,4161.9,54.74,2.0,14.8,375.85,1031.0,3611.6,60.84
12,6,390.4,4607.75,88.86,14.0,27.8,517.14,370.0,4455.72,78.81
22,2,279.3,5243.31,106.51,1.0,16.7,452.32,148.0,5398.55,67.36
25,1,1202.3,5234.13,57.4,9.0,18.5,481.63,726.0,4853.76,117.36
24,3,1206.15,3170.57,45.52,4.0,35.2,487.0,1159.0,2815.32,45.52
24,3,1021.23,4212.61,101.96,1.0,24.1,494.77,848.0,3810.85,62.1
11,7,82.9,4326.07,86.16,21.0,16.7,488.84,48.0,4277.64,70.7
11,2,160.0,4597.82,57.93,7.0,18.5,566.93,84.0,4324.15,68.53
12,2,76.4,4441.2,71.14,9.0,16.7,613.23,71.0,4097.68,55.59
2,3,13.18,4547.13,52.2,5.0,14.8,537.27,26.0,4263.06,57.31
8,3,593.4,5038.96,62.77,9.0,14.8,445.52,627.0,4758.33,78.65
14,6,308.6,2696.28,48.13,10.0,13.0,596.81,311.0,2598.22,45.95
15,5,650.35,4271.39,47.14,6.0,31.5,478.54,782.0,4127.93,58.99
9,6,122.62,3770.75,79.64,14.0,16.7,517.1,212.0,3737.37,63.76
2,1,1147.8,3694.55,40.25,1.0,18.5,423.06,777.0,3072.54,43.11
14,1,907.0,4343.91,42.61,7.0,29.6,470.88,817.0,4303.52,43.91
2,4,48.76,4438.87,56.35,10.0,9.3,577.01,46.0,4598.73,92.24
24,12,1167.35,4195.53,43.96,9.0,25.9,397.04,1190.0,3586.5,43.96
4,2,812.5,4069.29,62.0,7.0,11.1,520.4,817.0,3866.53,52.94
24,11,1374.31,3050.13,41.16,11.0,31.5,358.92,985.0,2592.76,29.63
29,7,219.54,2346.04,45.97,9.0,9.3,478.9,273.0,2175.65,47.99
4,1,1325.71,3619.07,40.85,7.0,24.1,375.38,1160.0,4085.19,41.9
14,8,148.36,2594.6,44.13,,,382.57,167.0,2516.27,53.76
12,1,840.7,3219.77,21.18,10.0,22.2,422.17,673.0,2836.25,28.84
22,1,74.6,5275.14,67.77,3.0,14.8,504.88,60.0,5217.69,57.52
29,5,521.09,3481.4,75.83,9.0,35.2,462.98,522.0,3373.65,64.28
7,12,466.48,5610.13,94.28,5.0,13.0,463.69,543.0,5130.87,67.23
11,10,256.6,2699.27,56.59,5.0,18.5,464.7,324.0,2674.27,36.78
5,3,476.49,5749.33,301.78,6.0,25.9,427.44,536.0,5517.2,445.68
13,8,640.2,3822.16,50.15,17.0,16.7,405.5,382.0,4215.31,235.46
26,8,71.6,4519.19,81.63,16.0,13.0,471.48,28.0,4507.76,78.8
10,3,1354.3,2964.57,33.16,5.0,38.9,402.36,1218.0,2656.65,35.16
17,2,1238.81,4257.93,49.84,7.0,24.1,433.26,1110.0,3709.79,50.84
3,8,293.19,3763.63,44.78,13.0,16.7,574.65,436.0,3567.32,59.09
10,7,76.7,3773.57,48.93,20.0,3.7,558.3,47.0,3676.62,51.52
23,5,1216.33,4420.18,72.13,11.0,35.2,269.86,1145.0,3979.72,60.42
20,4,243.95,4705.15,66.69,8.0,22.2,587.11,310.0,4472.16,72.57
23,12,437.3,4932.8,103.72,8.0,14.8,466.71,643.0,4387.42,71.99
11,12,1324.49,3292.51,37.13,10.0,24.1,407.59,1210.0,2895.1,43.83
13,2,1321.26,5186.36,68.97,10.0,33.3,404.72,1251.0,4892.55,50.38
27,1,1372.7,4747.62,69.73,6.0,33.3,355.77,1303.0,4106.2,48.44
7,9,89.46,4556.59,94.29,18.0,14.8,547.95,109.0,4895.05,101.61
29,3,947.9,5270.79,180.6,3.0,25.9,471.66,660.0,4751.91,148.28
7,4,347.62,4126.0,58.01,11.0,18.5,526.19,547.0,3898.27,59.85
13,4,1206.18,4239.52,60.45,8.0,31.5,439.84,1037.0,3942.62,70.51
28,8,962.7,4626.33,85.53,15.0,27.8,363.06,832.0,4347.81,89.05
26,3,379.6,4752.37,59.51,9.0,18.5,527.12,277.0,4545.39,80.86
10,12,1452.98,4920.14,57.8,10.0,27.8,385.28,1490.0,4441.31,61.95
17,11,1454.39,4995.77,56.85,12.0,44.4,420.46,1361.0,4569.03,46.92
17,9,840.09,4587.47,99.14,14.0,29.6,423.25,742.0,4370.05,99.76
9,11,949.5,4960.11,50.82,10.0,16.7,419.31,901.0,4452.48,60.63
25,5,360.45,4629.25,97.81,20.0,25.9,531.92,339.0,4367.67,54.77
22,10,80.45,4665.27,59.77,11.0,5.6,541.05,178.0,4320.99,61.2
26,6,18.08,4520.28,65.69,15.0,11.1,502.45,46.0,4396.48,65.6
20,5,94.02,2826.28,71.87,11.0,7.4,455.46,61.0,2773.91,59.48
25,6,85.33,4415.71,55.72,15.0,11.1,518.94,131.0,4317.41,53.04
5,9,142.88,2599.09,70.33,9.0,7.4,493.0,251.0,2403.19,66.6
16,7,82.23,4517.64,91.58,20.0,7.4,494.2,76.0,4399.59,66.54
18,5,290.72,3678.37,48.02,9.0,22.2,356.22,443.0,3613.75,60.08
22,8,610.7,4611.44,88.5,18.0,25.9,468.36,657.0,4748.94,109.48
15,5,320.76,4409.08,83.91,9.0,25.9,603.01,343.0,3998.99,73.11
18,6,140.2,3590.49,49.32,9.0,11.1,658.45,88.0,3492.69,47.23
29,11,924.05,4003.66,43.93,5.0,20.4,492.14,705.0,3744.31,44.36
7,7,59.2,3981.83,74.66,23.0,9.3,553.09,14.0,3829.35,86.62
19,12,1165.03,3588.53,50.3,2.0,11.1,512.92,896.0,3417.32,50.43
27,6,291.8,4457.87,62.72,15.0,20.4,513.79,269.0,4441.13,111.17
8,4,326.69,2864.33,50.02,8.0,14.8,450.58,340.0,2710.89,47.54
11,12,902.7,5427.91,70.81,7.0,27.8,510.08,741.0,4941.26,61.94
10,9,294.09,4388.67,88.24,14.0,22.2,355.9,511.0,4164.77,85.97
5,11,119.3,4715.87,48.26,7.0,11.1,549.72,77.0,4586.91,59.13
9,12,348.6,4670.66,66.6,8.0,16.7,531.55,268.0,4215.12,76.03
