Day,Month,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
19,9,214.23,2826.78,31.45,7.00,5.60,506.23,424.00,2643.17,38.32
3,10,635.70,4482.61,48.06,16.00,11.10,392.86,441.00,4477.44,48.06
14,11,459.90,3045.75,39.07,10.00,20.40,559.48,420.00,2941.77,43.49
25,9,62.60,3081.29,47.81,15.00,7.40,569.98,23.00,3062.79,62.31
20,4,376.10,3600.78,65.53,6.00,22.20,586.86,261.00,3446.14,71.41
23,2,822.17,3502.42,41.98,11.00,11.10,363.65,785.00,2866.66,30.77
21,4,1108.90,3508.17,32.79,7.00,14.80,422.10,791.00,2851.45,38.94
17,4,1026.51,4873.47,106.29,6.00,29.60,505.61,1008.00,4771.07,102.26
4,1,1351.50,4985.01,53.47,8.00,31.50,392.42,1370.00,5002.94,44.15
31,7,750.40,4412.02,60.72,18.00,33.30,415.75,667.00,4159.67,48.41
13,8,209.20,3949.05,48.84,15.00,14.80,525.88,140.00,3899.24,48.84
11,9,685.50,3141.02,47.28,9.00,11.10,380.38,568.00,2415.16,47.82
9,7,55.81,4299.55,49.21,23.00,14.80,483.01,60.00,4213.42,51.58
31,12,899.04,4284.68,60.88,5.00,18.50,391.91,702.00,4042.99,54.13
22,3,306.20,2970.49,45.37,6.00,22.20,499.29,502.00,2866.80,40.99
14,11,718.69,2903.31,35.63,12.00,22.20,434.51,650.00,2434.65,36.43
11,4,406.60,4950.30,87.92,8.00,11.10,470.35,283.00,4714.29,59.57
25,3,508.12,3379.92,44.30,8.00,16.70,410.05,861.00,2838.14,49.89
11,2,34.83,4026.11,55.16,7.00,11.10,593.06,45.00,4039.28,54.69
9,8,454.14,3101.66,37.03,14.00,16.70,447.80,456.00,2886.58,44.01
4,12,464.65,5591.42,155.06,6.00,9.30,451.68,444.00,5496.53,137.65
11,12,911.60,5497.73,73.10,7.00,27.80,504.33,764.00,5003.72,62.78
13,7,80.00,4460.88,104.81,13.00,20.40,571.62,113.00,4252.75,99.59
29,11,1027.09,5560.27,64.49,7.00,44.40,347.02,1155.00,4959.86,136.19
1,1,1092.20,2868.32,39.03,9.00,33.30,396.23,764.00,2447.49,24.12
4,4,373.10,4955.27,109.70,4.00,14.80,515.92,449.00,4574.25,107.79
22,11,264.69,4871.06,56.61,8.00,7.40,500.39,339.00,4699.38,50.69
4,5,495.17,2763.81,32.99,8.00,27.80,437.72,460.00,2623.61,30.63
26,7,219.20,4032.20,48.24,13.00,18.50,599.47,255.00,3792.26,49.15
21,12,999.91,5333.72,49.37,12.00,13.00,491.19,939.00,4770.72,66.07
26,2,135.80,3340.11,39.61,1.00,13.00,582.17,72.00,3255.29,52.88
6,9,76.06,2536.49,32.80,8.00,11.10,563.84,109.00,2493.75,38.86
30,6,281.85,2966.69,48.82,11.00,16.70,523.27,396.00,2696.44,51.72
5,11,101.40,4082.37,47.31,5.00,7.40,558.52,85.00,3961.10,48.26
11,9,573.60,2748.80,39.94,9.00,14.80,374.03,470.00,2008.62,37.96
7,4,1125.60,4469.00,88.88,4.00,40.70,431.93,1080.00,4099.72,97.42
11,3,1379.00,3033.16,59.13,0.00,38.90,425.19,1146.00,2782.17,70.16
21,10,628.00,4296.99,67.18,13.00,27.80,479.43,646.00,3978.26,85.97
22,11,110.13,4728.95,57.52,1.00,14.80,449.70,75.00,4756.25,60.12
2,1,989.90,2804.04,52.92,9.00,16.70,378.88,709.00,2555.14,36.48
23,4,838.60,3163.19,40.93,8.00,16.70,365.22,423.00,2245.20,45.83
27,9,289.70,4679.86,127.75,12.00,14.80,483.86,192.00,4074.49,52.13
28,4,507.61,2726.19,42.02,1.00,20.40,419.20,594.00,2674.97,39.42
2,6,25.35,2430.01,50.67,8.00,11.10,585.65,65.00,2314.27,33.63
17,9,664.40,4254.55,52.29,11.00,7.40,470.09,542.00,4192.36,95.80
1,1,1049.80,2763.57,29.44,2.00,7.40,394.98,772.00,2424.29,36.82
24,3,1049.10,4484.91,124.62,1.00,22.20,474.26,840.00,4271.10,235.86
4,5,501.58,2809.43,32.99,8.00,25.90,465.12,441.00,2678.43,33.83
22,5,376.15,2945.91,40.61,12.00,16.70,488.22,575.00,2665.55,45.95
10,10,330.60,4368.77,51.89,13.00,11.10,409.03,480.00,4008.72,100.09
31,12,826.00,3414.36,43.96,11.00,25.90,370.17,1034.00,3018.42,40.85
13,12,679.20,3439.15,38.44,5.00,14.80,546.48,542.00,3109.42,39.72
17,12,287.40,3532.71,47.20,3.00,11.10,528.21,361.00,3381.93,63.07
6,8,140.20,2676.18,48.91,13.00,5.60,552.60,86.00,2507.20,51.64
24,7,362.68,4357.69,62.53,17.00,24.10,398.18,438.00,4095.58,64.40
27,7,238.30,2599.10,38.30,14.00,9.30,565.06,143.00,2451.94,41.73
28,10,340.69,3969.69,57.79,7.00,16.70,545.89,317.00,3666.65,95.30
10,8,116.35,3291.51,47.82,14.00,13.00,530.66,250.00,3397.98,56.87
27,3,368.83,3330.67,51.59,-1.00,20.40,608.36,258.00,3253.59,63.50
27,10,689.50,3515.95,51.72,2.00,20.40,415.60,723.00,3175.29,40.09
18,5,327.50,3636.97,48.02,9.00,20.40,345.36,452.00,3684.55,60.63
5,11,300.30,2917.84,51.81,4.00,27.80,617.96,419.00,2849.92,52.85
18,8,262.53,2452.67,43.98,13.00,11.10,471.58,296.00,2322.60,42.61
26,9,1055.90,4673.75,74.39,12.00,38.90,391.84,1248.00,4146.44,49.55
27,11,503.71,3566.41,43.38,8.00,16.70,508.91,497.00,3346.47,44.09
3,5,109.77,4269.83,64.20,8.00,1.90,539.27,202.00,3864.79,65.77
6,10,114.70,3933.78,66.38,13.00,14.80,540.19,95.00,3825.54,68.98
9,3,897.20,4488.99,48.04,10.00,18.50,474.58,836.00,4203.61,47.90
7,2,283.00,3510.47,40.15,2.00,13.00,565.68,145.00,3470.29,44.85
8,11,330.14,4780.89,65.38,7.00,16.70,399.86,311.00,4724.73,55.72
3,12,845.70,3025.92,27.13,8.00,22.20,381.80,862.00,2713.50,30.52
17,9,696.20,4461.94,99.14,12.00,16.70,433.52,673.00,4373.04,93.27
28,8,619.70,2724.80,39.95,11.00,13.00,415.27,523.00,2430.33,36.84
16,12,654.52,4050.90,50.92,5.00,18.50,557.79,573.00,3657.53,51.60
17,11,226.00,3701.58,50.08,10.00,1.90,494.83,197.00,3564.60,50.60
2,4,9.39,4517.39,56.93,7.00,11.10,568.31,33.00,4515.37,96.76
17,6,302.60,4455.83,74.98,14.00,24.10,437.39,146.00,4488.24,77.07
7,11,1000.70,4884.27,53.01,11.00,27.80,489.37,975.00,4349.59,51.73
11,4,525.50,3283.28,44.21,7.00,27.80,559.57,526.00,3307.15,50.47
21,5,380.39,3997.44,60.12,11.00,29.60,363.35,553.00,3958.33,62.51
22,10,69.85,4181.97,58.00,11.00,9.30,594.19,151.00,3769.68,58.56
3,2,1051.70,4516.04,68.20,11.00,25.90,399.71,1070.00,3968.02,85.74
12,7,252.10,4132.84,58.51,15.00,7.40,559.74,230.00,3965.85,102.66
4,3,712.13,4170.88,44.48,5.00,31.50,476.84,783.00,3806.04,49.16
28,5,472.82,4141.19,70.31,11.00,25.90,368.16,477.00,3963.18,62.26
22,11,808.95,4607.27,53.60,6.00,18.50,492.84,883.00,4438.89,53.38
2,12,334.63,3908.76,51.97,6.00,3.70,515.90,281.00,3719.76,51.59
29,8,242.75,4007.28,47.78,15.00,14.80,509.32,315.00,3989.88,48.34
13,11,1292.87,2875.25,26.62,13.00,27.80,384.88,746.00,2427.26,26.62
2,7,960.97,4019.81,32.07,11.00,24.10,373.87,935.00,3547.82,32.07
12,3,585.10,5865.14,474.44,3.00,16.70,435.24,339.00,5559.80,355.12
28,1,81.00,3315.89,41.77,3.00,9.30,599.28,111.00,3513.58,41.53
5,7,54.30,4552.00,81.92,16.00,14.80,590.61,45.00,4422.97,91.85
12,10,300.80,2784.41,47.30,10.00,14.80,475.64,307.00,2759.75,28.64
7,11,951.60,4910.86,53.01,9.00,16.70,510.65,804.00,4513.95,53.99
16,3,162.93,4826.11,121.31,7.00,11.10,508.71,203.00,4725.37,91.92
24,5,717.76,4349.52,65.64,11.00,33.30,398.01,663.00,4114.20,49.76
3,8,579.48,2674.70,41.10,12.00,13.00,454.37,551.00,2344.57,29.95
6,8,127.18,3774.99,70.81,14.00,13.00,486.79,235.00,3801.08,79.77
4,3,350.10,3341.35,46.26,4.00,16.70,576.77,284.00,3094.62,63.04
18,2,1245.37,4535.23,45.16,5.00,31.50,468.65,1008.00,4056.32,45.54
26,11,174.37,4977.93,58.20,8.00,5.60,464.75,189.00,4820.79,60.13
5,1,1365.46,4337.24,41.29,10.00,46.30,384.25,1206.00,4173.97,41.86
9,7,254.10,4596.90,106.75,14.00,18.50,550.07,276.00,4347.75,85.33
28,9,594.90,4320.23,63.34,10.00,14.80,508.72,618.00,3909.82,64.55
27,12,657.88,2887.50,31.59,8.00,57.40,372.92,709.00,2444.78,34.34
30,6,561.49,4086.92,75.42,?,?,429.77,747.00,3716.36,65.50
13,3,473.10,5842.51,281.75,6.00,22.20,453.14,429.00,5357.28,141.66
17,7,47.85,3206.65,41.73,17.00,16.70,620.53,43.00,3118.35,47.29
23,4,345.60,4601.19,52.65,11.00,31.50,518.05,449.00,4533.88,73.08
15,12,709.25,4765.67,53.28,8.00,18.50,539.63,480.00,4235.35,52.38
5,2,1444.55,3735.56,33.36,0.00,37.00,394.51,1151.00,3472.79,35.85
25,9,942.70,4574.96,91.32,9.00,24.10,492.67,765.00,4373.05,207.29
21,5,80.38,3058.11,42.39,8.00,7.40,524.30,131.00,2908.02,44.34
15,9,315.80,2787.39,39.22,11.00,11.10,487.96,391.00,2465.03,61.13
29,1,202.80,4243.22,64.79,7.00,7.40,551.60,226.00,3977.54,43.76
6,2,108.00,4909.12,62.99,9.00,11.10,578.42,120.00,4931.26,61.83
1,9,507.50,3091.83,45.19,12.00,7.40,524.64,511.00,2771.60,55.18
5,5,66.56,3840.09,64.83,6.00,3.70,518.60,77.00,3816.09,73.20
27,5,197.93,3295.85,50.76,12.00,16.70,562.50,365.00,2832.29,99.79
20,4,689.13,4129.65,101.22,10.00,20.40,390.41,740.00,3529.52,62.72
14,10,138.70,2620.25,37.78,4.00,9.30,528.19,161.00,2527.91,38.14
12,1,228.09,4253.07,67.90,4.00,13.00,569.26,289.00,4039.05,62.25
17,10,243.10,4611.42,82.86,12.00,9.30,446.88,168.00,4553.41,121.53
21,6,108.40,3083.66,46.06,10.00,14.80,605.50,149.00,2916.26,45.78
20,7,233.48,3776.26,54.62,22.00,27.80,484.65,321.00,3667.27,60.06
6,3,655.80,5033.49,92.14,8.00,25.90,428.42,647.00,4698.01,81.03
8,2,1109.40,3451.93,42.79,7.00,20.40,369.84,1056.00,3123.94,43.44
17,10,629.90,4583.30,55.24,10.00,35.20,512.60,595.00,4556.59,74.31
25,1,1054.63,5878.06,192.51,7.00,27.80,444.31,815.00,5285.57,117.48
27,6,278.70,3529.25,45.19,13.00,20.40,569.21,371.00,3327.42,43.60
9,8,326.46,3649.11,47.83,14.00,13.00,516.29,253.00,3658.50,60.74
9,12,518.20,4711.70,62.62,8.00,13.00,533.10,381.00,4273.97,74.96
18,6,70.90,2665.24,45.33,8.00,7.40,701.90,35.00,2553.33,71.08
12,5,1314.67,3655.46,61.94,10.00,27.80,250.67,959.00,3411.66,69.20
18,11,1262.22,2882.96,32.99,12.00,33.30,392.69,873.00,2597.41,28.06
19,11,1515.00,3078.35,44.16,11.00,40.70,379.14,1161.00,2611.44,37.91
17,7,228.99,2796.69,40.86,15.00,24.10,711.84,312.00,2804.52,43.72
6,9,47.96,2794.62,30.67,9.00,9.30,613.34,84.00,2694.44,37.67
8,1,407.50,3087.00,38.78,9.00,16.70,501.98,366.00,2766.16,40.21
9,11,392.21,4049.50,53.63,4.00,9.30,552.40,477.00,3844.72,66.44
7,12,993.20,5361.58,62.02,6.00,16.70,457.28,1149.00,4947.23,44.33
5,1,1325.32,3479.31,39.47,10.00,40.70,344.56,1149.00,3060.21,36.39
25,8,431.90,3960.53,55.13,16.00,20.40,448.65,351.00,3813.06,71.40
12,8,396.97,2336.69,47.45,11.00,9.30,482.88,415.00,2191.73,78.40
22,5,482.50,3905.40,62.03,9.00,25.90,473.10,557.00,3847.44,65.54
6,11,694.80,4954.74,58.11,10.00,27.80,437.01,942.00,4446.55,52.72
10,2,54.05,4925.58,87.49,10.00,7.40,583.54,95.00,4796.07,113.62
7,11,849.00,4749.36,53.01,9.00,16.70,29.41,747.00,4227.90,82.99
2,12,88.41,3234.86,41.11,3.00,5.60,708.02,103.00,3172.72,50.36
7,12,442.29,4457.63,70.67,7.00,13.00,462.93,435.00,4215.64,80.29
21,5,123.58,4602.32,99.75,13.00,16.70,544.77,182.00,4411.10,91.70
17,3,146.25,3893.78,48.69,8.00,18.50,604.04,207.00,3745.27,46.74
15,2,671.80,3780.79,42.13,7.00,25.90,402.94,931.00,3339.84,37.01
7,4,942.15,4334.24,88.88,4.00,37.00,494.23,1044.00,3945.20,89.74
22,10,735.10,2938.98,33.20,14.00,25.90,417.15,836.00,2618.86,47.79
26,10,606.40,3240.45,68.25,11.00,18.50,368.61,709.00,2987.34,31.96
14,3,1234.70,4241.02,56.81,4.00,13.00,446.44,1013.00,3878.86,51.11
18,12,382.02,4409.64,47.77,2.00,13.00,516.59,364.00,3992.95,47.95
7,12,1101.90,4656.24,44.33,6.00,27.80,400.49,1334.00,4680.93,44.81
4,10,635.70,4610.30,71.75,11.00,18.50,509.27,666.00,4392.96,59.55
2,1,920.50,4399.91,47.68,10.00,22.20,377.17,906.00,4099.12,47.68
16,1,262.30,5293.56,98.74,7.00,11.10,484.01,217.00,5447.57,134.95
21,7,162.80,3292.73,71.55,17.00,20.40,526.49,220.00,3296.30,71.36
30,9,1113.70,2614.24,38.37,14.00,37.00,397.79,819.00,2167.21,34.32
24,10,242.35,3461.78,38.63,12.00,13.00,606.27,359.00,3331.62,43.39
19,11,767.90,3053.02,58.23,11.00,20.40,446.59,761.00,2820.42,44.13
12,10,177.00,3361.34,63.96,12.00,9.30,467.86,124.00,3316.06,67.42
25,4,24.33,3030.85,40.37,10.00,9.30,648.76,14.00,2916.42,33.80
28,9,364.76,3046.94,38.02,11.00,9.30,583.95,435.00,2841.39,38.02
14,3,846.60,5418.00,102.08,7.00,16.70,419.22,630.00,5073.55,117.75
17,4,1010.30,4423.64,48.32,6.00,27.80,513.01,908.00,4201.12,79.94
12,9,94.71,3368.42,48.22,11.00,14.80,583.35,173.00,3166.77,48.22
17,12,1028.49,3628.39,43.07,3.00,18.50,473.43,758.00,3317.98,43.07
8,1,420.20,3218.24,40.03,10.00,9.30,501.68,513.00,2910.89,38.98
8,12,1223.47,4423.95,66.14,10.00,27.80,388.43,1326.00,3903.01,79.85
29,11,825.53,4150.06,62.95,7.00,25.90,351.29,971.00,3851.55,50.16
6,5,369.40,2576.61,31.47,9.00,14.80,508.90,407.00,2463.91,47.83
2,5,161.25,3130.35,86.69,9.00,18.50,531.47,209.00,3017.98,70.15
28,3,16.01,4647.30,58.13,14.00,7.40,525.52,33.00,4287.44,57.67
30,9,1162.60,2580.94,44.63,13.00,33.30,389.36,740.00,2089.17,39.11
4,7,573.22,4048.81,74.31,16.00,14.80,402.99,527.00,3690.98,82.56
10,8,215.52,4446.57,88.80,20.00,22.20,436.96,322.00,4354.22,81.54
1,12,39.51,4369.98,54.14,4.00,9.30,604.00,25.00,4133.49,54.23
12,8,242.90,3195.52,52.89,16.00,13.00,446.41,311.00,3066.09,51.47
9,2,329.10,3281.18,38.78,5.00,13.00,444.28,424.00,3007.04,33.08
15,7,60.82,2437.32,30.21,13.00,13.00,546.48,92.00,2351.95,59.96
8,9,235.10,2527.97,34.18,9.00,7.40,518.76,195.00,2436.10,47.75
13,1,164.60,4909.45,53.42,7.00,7.40,555.15,47.00,5007.21,54.84
26,5,215.00,3409.32,54.48,12.00,14.80,563.59,383.00,2986.70,101.13
15,11,298.63,4737.82,53.06,9.00,13.00,416.62,380.00,4670.29,58.14
25,8,368.80,3749.85,55.13,15.00,29.60,474.57,369.00,3471.21,56.09
2,12,168.83,2963.86,41.43,7.00,11.10,483.99,279.00,2717.93,38.52
24,2,82.29,4112.17,59.60,3.00,5.60,514.17,136.00,4218.08,56.29
14,2,1046.82,5652.56,51.47,7.00,27.80,455.96,1032.00,5149.21,48.43
7,2,611.80,5180.73,107.98,4.00,13.00,462.12,586.00,5084.76,103.11
24,12,1159.80,3319.67,39.78,6.00,18.50,331.50,1011.00,2674.01,25.53
28,1,1225.07,3126.94,50.23,3.00,20.40,400.35,990.00,2742.77,56.40
6,7,256.06,3762.39,73.95,20.00,14.80,599.23,245.00,3531.37,64.29
7,12,947.70,4607.16,54.38,6.00,11.10,540.18,636.00,4398.77,44.33
21,4,411.14,4137.47,78.96,8.00,14.80,437.15,390.00,3562.79,86.42
29,1,1422.89,5579.51,65.84,9.00,27.80,429.88,1266.00,4765.52,53.11
17,12,849.60,5289.60,83.48,?,?,509.72,654.00,4951.87,73.35
1,8,1014.99,3855.13,61.14,15.00,18.50,381.91,997.00,3419.88,32.75
26,4,1219.24,4719.96,49.17,9.00,25.90,467.78,1072.00,4383.20,55.37
26,6,23.51,4426.74,65.69,17.00,5.60,499.92,52.00,4268.48,65.35
29,4,1202.78,3922.21,60.78,8.00,48.20,328.13,1377.00,3441.53,43.56
1,4,10.17,4147.05,53.46,11.00,5.60,593.71,16.00,4090.76,83.02
4,3,367.60,5006.39,119.95,6.00,25.90,510.47,215.00,4867.80,90.00
25,1,1243.60,5406.21,57.40,9.00,13.00,456.34,893.00,5035.24,117.48
2,2,273.50,3270.63,42.61,0.00,7.40,478.46,439.00,3229.00,37.94
19,10,677.10,3290.18,46.47,11.00,20.40,431.71,595.00,3076.07,35.48
9,6,222.75,3651.36,60.66,14.00,18.50,440.68,401.00,3298.92,55.00
17,8,726.00,3713.96,67.01,18.00,25.90,341.63,751.00,3316.62,111.51
1,4,1432.94,4848.05,73.21,4.00,37.00,336.56,1369.00,3610.29,65.73
11,9,192.51,2820.73,53.87,12.00,22.20,553.96,338.00,2664.99,70.97
24,9,133.07,2484.89,38.45,9.00,11.10,536.95,161.00,2366.93,73.98
26,5,578.03,3324.12,40.77,17.00,29.60,434.12,824.00,2944.44,41.15
31,3,172.60,3980.38,54.48,10.00,14.80,579.85,235.00,3905.56,49.80
23,6,1480.38,3241.09,35.39,12.00,44.40,335.47,1141.00,2724.21,32.25
21,5,380.85,3596.77,54.60,10.00,37.00,336.99,545.00,3475.27,59.92
13,12,1117.10,3962.85,43.94,5.00,27.80,456.51,1051.00,3495.11,45.16
1,7,204.79,3129.35,56.28,13.00,13.00,588.70,233.00,2919.57,59.56
1,9,504.74,3680.92,59.09,13.00,18.50,408.24,519.00,3403.09,47.31
4,12,632.80,4332.79,43.70,7.00,24.10,486.03,882.00,4222.93,45.31
24,12,1439.00,4171.72,35.20,2.00,51.90,300.88,1339.00,3450.49,31.59
15,1,1085.90,3285.62,41.18,7.00,31.50,334.52,1015.00,2806.48,26.67
7,10,393.10,3951.67,66.93,12.00,25.90,523.29,469.00,3720.70,50.47
8,11,833.10,5288.18,70.40,8.00,18.50,492.43,860.00,4790.40,53.45
15,5,166.75,3752.94,47.14,6.00,20.40,603.89,236.00,3653.28,70.59
4,2,364.59,4266.98,64.25,5.00,13.00,561.12,425.00,4027.64,91.56
29,6,615.50,4553.84,260.93,15.00,22.20,508.41,743.00,4176.16,99.18
8,3,672.74,3288.30,36.89,5.00,14.80,416.31,784.00,3037.88,34.62
22,9,89.85,2923.24,51.02,7.00,11.10,602.88,126.00,2804.73,51.40
20,8,1077.54,3986.09,64.54,16.00,18.50,325.08,1069.00,3825.97,47.58
24,10,591.40,4622.37,71.09,14.00,24.10,361.87,541.00,4576.07,54.76
7,8,78.36,2421.33,66.30,12.00,9.30,522.50,150.00,2348.08,48.23
26,9,183.50,4633.11,69.00,15.00,13.00,478.25,299.00,4417.86,52.71
22,2,1371.56,4999.34,45.16,11.00,31.50,456.92,1281.00,4513.99,48.52
3,11,366.00,5890.52,210.95,11.00,13.00,504.77,438.00,5432.84,445.64
29,12,1200.56,3751.48,44.08,10.00,46.30,320.59,763.00,3623.01,93.33
5,2,145.60,5152.47,110.09,7.00,7.40,530.54,322.00,5144.28,102.30
6,5,122.14,3188.31,65.13,10.00,13.00,444.86,229.00,3033.94,70.18
11,11,1428.81,4113.85,44.98,11.00,35.20,361.36,1309.00,4117.17,46.58
7,6,595.75,4336.12,62.24,11.00,18.50,458.83,568.00,4268.00,440.53
16,1,607.70,4800.46,46.04,7.00,20.40,460.00,563.00,4673.02,49.86
9,2,377.20,5093.50,81.29,8.00,20.40,546.78,283.00,5011.26,82.57
7,9,452.31,3764.92,83.79,9.00,16.70,382.83,449.00,3585.00,115.92
13,2,732.13,4025.75,48.34,5.00,18.50,440.69,744.00,3625.57,42.00
14,6,693.16,3692.24,31.00,11.00,25.90,385.17,819.00,3615.21,52.62
6,8,128.60,2289.00,41.48,10.00,7.40,660.08,58.00,2263.74,41.76
7,8,67.32,4388.60,77.12,15.00,11.10,483.42,42.00,4417.82,78.64
27,5,778.21,2786.89,32.50,9.00,33.30,442.65,588.00,2740.79,32.50
15,12,1508.96,4227.05,32.37,11.00,33.30,321.67,1430.00,3779.30,34.53
5,12,583.14,3415.80,46.50,3.00,25.90,486.75,573.00,3007.90,37.57
24,8,246.20,2592.29,31.01,12.00,14.80,540.21,246.00,2458.61,30.12
14,5,1005.30,4602.43,73.59,10.00,35.20,354.64,957.00,4113.13,68.60
16,2,546.90,3164.67,34.52,8.00,14.80,538.71,369.00,2968.58,48.14
18,7,101.10,2786.96,31.63,17.00,20.40,671.52,35.00,2758.21,31.63
17,7,273.38,3989.42,46.66,15.00,24.10,554.03,403.00,3958.10,61.01
1,6,65.40,4322.17,80.72,18.00,14.80,587.11,37.00,4262.39,52.61
7,6,188.67,2590.71,41.90,11.00,24.10,528.95,142.00,2481.38,38.42
20,1,826.80,3277.31,37.00,1.00,14.80,434.02,642.00,3084.92,52.45
1,3,42.44,4402.61,52.02,4.00,14.80,487.67,62.00,4074.65,82.36
10,12,1484.10,4944.01,57.80,11.00,31.50,387.84,1532.00,4516.80,61.95
5,5,717.11,2579.49,30.83,10.00,18.50,403.92,610.00,2295.15,30.83
29,3,40.55,4740.38,76.09,14.00,5.60,514.74,66.00,4554.76,62.74
7,7,86.30,3450.92,53.64,20.00,14.80,579.37,31.00,3511.98,72.53
10,5,923.63,4435.71,67.30,10.00,22.20,387.91,862.00,4222.05,73.97
3,5,681.61,3272.46,48.72,9.00,18.50,558.07,667.00,2904.90,46.37
13,3,295.80,5114.13,72.58,7.00,25.90,509.45,189.00,4898.59,141.66
16,11,237.67,4654.11,48.84,6.00,7.40,547.05,235.00,4539.80,63.82
31,10,646.07,2926.40,37.14,8.00,11.10,438.06,736.00,2680.96,31.13
7,2,1444.70,5602.44,52.48,6.00,27.80,438.23,1084.00,5388.27,62.32
18,9,467.73,3276.22,41.49,10.00,22.20,548.59,421.00,3080.73,49.46
21,12,1018.29,4687.82,44.79,10.00,24.10,417.42,1071.00,4265.20,44.79
14,2,1012.01,5146.15,47.10,9.00,29.60,476.96,984.00,4683.49,46.27
22,3,618.70,4792.44,49.59,9.00,29.60,496.57,627.00,4460.38,52.74
14,3,729.30,4984.98,85.48,8.00,20.40,460.22,432.00,4703.36,67.98
9,12,149.46,4925.16,68.46,7.00,11.10,500.51,232.00,4637.98,95.13
23,7,527.62,2676.67,41.05,15.00,18.50,471.42,611.00,2576.04,46.27
4,12,1104.95,3611.42,37.22,4.00,27.80,433.36,1001.00,3127.53,41.35
11,12,647.66,5017.66,57.77,4.00,7.40,578.14,465.00,4960.23,132.99
10,8,44.32,2618.78,42.99,13.00,5.60,550.85,94.00,2529.82,42.40
6,8,114.20,4489.49,80.05,16.00,16.70,454.11,198.00,4225.88,85.16
12,4,113.72,3243.46,45.58,5.00,11.10,638.35,178.00,3117.95,57.41
9,2,470.80,5081.32,77.70,8.00,16.70,551.71,350.00,4974.52,81.89
12,1,593.60,4468.81,65.84,7.00,24.10,531.00,407.00,4340.52,65.06
26,4,1234.55,3300.60,30.77,6.00,25.90,353.88,1184.00,2935.51,32.07
18,7,57.68,3491.38,59.13,17.00,7.40,600.03,67.00,3356.20,45.93
1,1,1022.50,2759.05,30.07,4.00,7.40,370.00,819.00,2439.38,47.76
13,3,111.70,4727.06,79.75,9.00,9.30,545.21,24.00,4795.32,51.43
22,9,81.20,3750.80,55.85,8.00,11.10,492.33,128.00,3732.05,64.46
22,5,388.00,4305.41,46.44,12.00,14.80,563.48,371.00,4223.85,91.02
4,9,277.79,4647.22,98.46,17.00,25.90,411.65,485.00,4340.59,71.99
24,8,303.97,4504.32,75.43,15.00,31.50,446.40,485.00,4431.20,63.09
23,3,977.94,3092.19,34.72,7.00,20.40,477.61,855.00,2781.55,43.70
20,9,233.50,3213.13,55.65,10.00,5.60,664.90,139.00,3200.47,51.83
17,8,1180.36,3947.09,66.25,17.00,29.60,393.07,936.00,3623.24,69.13
19,10,6.60,3718.29,51.03,9.00,5.60,597.16,19.00,3474.25,51.36
1,11,325.93,4030.00,52.84,5.00,3.70,581.52,368.00,3572.64,53.65
16,1,233.30,6111.13,155.36,7.00,11.10,471.69,246.00,5974.84,185.77
17,2,1345.30,3849.30,87.28,7.00,29.60,346.49,1232.00,3396.21,40.19
30,12,1457.21,4393.41,34.51,8.00,35.20,291.74,1377.00,3891.87,64.61
16,8,1245.40,2986.83,40.11,14.00,38.90,318.22,1061.00,2594.19,35.61
4,2,1461.13,5341.83,62.93,8.00,33.30,407.58,1401.00,4591.69,65.20
9,12,140.26,4546.70,66.06,6.00,11.10,530.06,257.00,4257.18,75.66
17,3,407.19,3733.70,55.56,2.00,14.80,508.08,457.00,3449.10,51.88
22,1,1332.44,3147.70,39.35,9.00,29.60,322.23,1020.00,2699.51,38.38
7,11,236.02,4879.38,58.78,8.00,11.10,487.05,428.00,4754.28,48.22
20,5,50.13,3788.37,47.25,14.00,13.00,577.91,73.00,3703.18,50.73
12,5,349.68,2612.10,44.28,7.00,13.00,510.85,308.00,2698.96,88.45
26,6,98.19,3845.49,54.15,16.00,5.60,499.34,164.00,3767.80,55.61
23,8,337.70,4525.30,71.58,15.00,18.50,498.73,202.00,4677.12,94.20
31,10,564.20,3932.73,53.57,6.00,13.00,545.51,286.00,3960.26,55.31
23,12,991.20,4979.02,44.96,6.00,31.50,497.64,800.00,4363.35,45.83
3,1,929.80,5194.26,54.84,11.00,18.50,435.97,574.00,4584.30,69.99
26,8,89.60,2530.18,47.80,13.00,16.70,604.09,62.00,2433.84,41.18
15,12,715.20,5091.94,46.74,2.00,14.80,485.45,850.00,5082.54,46.75
22,10,367.91,3212.69,49.51,12.00,18.50,463.77,596.00,2913.92,54.21
30,6,1056.95,3831.73,66.50,14.00,24.10,310.04,971.00,3333.68,57.59
10,2,63.00,4958.38,58.13,9.00,11.10,596.68,62.00,4890.74,58.13
26,10,1243.90,4265.22,54.43,12.00,40.70,321.58,1116.00,3862.48,33.14
26,12,794.20,3445.14,48.39,8.00,29.60,352.89,718.00,3227.47,49.70
16,11,573.60,3442.01,42.99,11.00,22.20,485.84,712.00,2960.48,42.92
20,10,439.70,4372.90,93.05,12.00,16.70,431.22,284.00,4346.88,78.89
24,11,1289.87,2917.24,29.63,11.00,29.60,355.24,997.00,2572.76,43.86
17,8,1259.85,2490.94,26.71,16.00,33.30,424.71,958.00,1983.33,0.03
